2004-2005,2005-2006,2006-2007,2007-2008,2008-2009,2009-2010,2010-2011,2011-2012,2012-2013,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,Type
1230.0,1230.0,1230.0,1230.0,1230.0,1230.0,1230.0,990.0,1229.0,1230.0,1230.0,1230.0,1230.0,1230.0,1230.0,971.0,DataPoints
0.6227642276422765,0.5983739837398374,0.5869918699186992,0.6333333333333333,0.6398373983739838,0.6186991869918699,0.6341463414634146,0.6080808080808081,0.6305939788445891,0.6300813008130082,0.6463414634146342,0.6373983739837399,0.5878048780487805,0.6113821138211382,0.6089430894308943,0.6148300720906282,WinPercentage
0.6252032520325204,0.6089430894308943,0.6065040650406504,0.651219512195122,0.651219512195122,0.6308943089430894,0.6504065040650406,0.6252525252525253,0.6436126932465419,0.6390243902439025,0.6552845528455284,0.6479674796747967,0.5991869918699188,0.6227642276422765,0.6252032520325204,0.6282183316168898,Colley
0.6276422764227643,0.6032520325203252,0.591869918699187,0.6495934959349593,0.6479674796747967,0.634959349593496,0.6382113821138211,0.6080808080808081,0.6484947111472742,0.6300813008130082,0.6495934959349593,0.6479674796747967,0.5991869918699188,0.6040650406504066,0.6146341463414634,0.6220391349124614,MasseyOverall
0.573170731707317,0.5390243902439025,0.5146341463414634,0.5934959349593496,0.5422764227642276,0.5528455284552846,0.5479674796747968,0.5696969696969697,0.5768917819365338,0.5764227642276423,0.591869918699187,0.5617886178861788,0.5528455284552846,0.5788617886178862,0.5682926829268292,0.548918640576725,MasseyOffensive
0.5284552845528455,0.5447154471544715,0.5308943089430894,0.551219512195122,0.6089430894308943,0.5658536585365853,0.6,0.5707070707070707,0.5532953620829943,0.5845528455284553,0.5829268292682926,0.6024390243902439,0.5300813008130081,0.5292682926829269,0.5634146341463414,0.5715756951596292,MasseyDefensive
0.6317073170731707,0.6138211382113821,0.5991869918699188,0.6544715447154471,0.6626016260162602,0.6317073170731707,0.6471544715447154,0.6222222222222222,0.645240032546786,0.6398373983739838,0.6593495934959349,0.6560975609756098,0.6040650406504066,0.6186991869918699,0.6178861788617886,0.6426364572605562,ODOverall
0.573170731707317,0.5235772357723577,0.5227642276422764,0.5650406504065041,0.5227642276422764,0.5585365853658537,0.5504065040650407,0.5707070707070707,0.5532953620829943,0.5593495934959349,0.5520325203252032,0.5691056910569106,0.5219512195121951,0.5536585365853659,0.5536585365853659,0.5066941297631308,ODOffensive
0.4975609756097561,0.44065040650406506,0.43902439024390244,0.43821138211382116,0.3910569105691057,0.4276422764227642,0.4056910569105691,0.43737373737373736,0.43368592351505286,0.42845528455284554,0.4,0.4121951219512195,0.432520325203252,0.44065040650406506,0.4276422764227642,0.3779608650875386,ODDeffensive
0.6373983739837399,0.5886178861788618,0.5756097560975609,0.6414634146341464,0.6398373983739838,0.6414634146341464,0.6357723577235772,0.6161616161616161,0.6200162733930025,0.6308943089430894,0.6390243902439025,0.6308943089430894,0.583739837398374,0.6170731707317073,0.6130081300813008,0.6189495365602472,Markov1
0.6276422764227643,0.608130081300813,0.573170731707317,0.6504065040650406,0.6325203252032521,0.6447154471544716,0.6317073170731707,0.602020202020202,0.628966639544345,0.6308943089430894,0.640650406504065,0.6414634146341464,0.5894308943089431,0.5910569105691057,0.5991869918699188,0.6220391349124614,Markov2
0.5772357723577236,0.5211382113821138,0.5089430894308943,0.5699186991869919,0.532520325203252,0.5504065040650407,0.5430894308943089,0.5606060606060606,0.5589910496338486,0.5471544715447154,0.5471544715447154,0.551219512195122,0.5170731707317073,0.5504065040650407,0.5447154471544715,0.5066941297631308,Markov3
